wilayah,waktu,cuaca,kelembaban_min,kelembaban_max,kelembaban_mean,suhu_min,suhu_max,suhu_mean
Jakarta Pusat,Pagi,Hujan Lokal,60,95,77.5,24,34,29.0
Jakarta Pusat,Siang,Berawan Tebal,60,95,77.5,24,34,29.0
Jakarta Selatan,Dini Hari,Cerah Berawan,60,95,77.5,24,34,29.0
Jakarta Selatan,Malam,Berawan,60,95,77.5,24,34,29.0
Jakarta Selatan,Pagi,Hujan Petir,60,95,77.5,24,34,29.0
Jakarta Selatan,Siang,Hujan Lokal,60,95,77.5,24,34,29.0
Jakarta Timur,Dini Hari,Cerah Berawan,60,95,77.5,24,34,29.0
Jakarta Timur,Malam,Berawan,60,95,77.5,24,34,29.0
Jakarta Timur,Pagi,Hujan Petir,60,95,77.5,24,34,29.0
Jakarta Timur,Siang,Hujan Lokal,60,95,77.5,24,34,29.0
Jakarta Utara,Dini Hari,Berawan,60,95,77.5,24,34,29.0
Jakarta Utara,Malam,Berawan,60,95,77.5,24,34,29.0
Jakarta Utara,Pagi,Hujan Lokal,60,95,77.5,24,34,29.0
Jakarta Utara,Siang,Berawan Tebal,60,95,77.5,24,34,29.0
Kepulauan Seribu,Dini Hari,Berawan Tebal,60,95,77.5,24,34,29.0
Kepulauan Seribu,Malam,Hujan Lokal,60,95,77.5,24,34,29.0
Kepulauan Seribu,Pagi,Hujan Lokal,60,95,77.5,24,34,29.0
Kepulauan Seribu,Siang,Hujan Lokal,60,95,77.5,24,34,29.0
Jakarta Barat,Dini Hari,Berawan Tebal,55,90,72.5,26,32,29.0
Jakarta Barat,Malam,Cerah Berawan,55,90,72.5,26,32,29.0
Jakarta Barat,Pagi,Cerah Berawan,55,90,72.5,26,32,29.0
Jakarta Barat,Siang,Berawan Tebal,55,90,72.5,26,32,29.0
Jakarta Pusat,Dini Hari,Berawan Tebal,55,90,72.5,26,32,29.0
Jakarta Pusat,Malam,Cerah Berawan,55,90,72.5,26,32,29.0
Jakarta Pusat,Pagi,Cerah Berawan,55,90,72.5,26,32,29.0
Jakarta Pusat,Siang,Berawan,55,90,72.5,26,32,29.0
Jakarta Selatan,Dini Hari,Berawan Tebal,55,90,72.5,26,32,29.0
Jakarta Selatan,Malam,Cerah Berawan,55,90,72.5,26,32,29.0
Jakarta Selatan,Pagi,Cerah Berawan,55,90,72.5,26,32,29.0
Jakarta Selatan,Siang,Berawan,55,90,72.5,26,32,29.0
Jakarta Timur,Dini Hari,Berawan Tebal,55,90,72.5,26,32,29.0
Jakarta Timur,Malam,Cerah Berawan,55,90,72.5,26,32,29.0
Jakarta Timur,Pagi,Cerah Berawan,55,90,72.5,26,32,29.0
Jakarta Timur,Siang,Berawan,55,90,72.5,26,32,29.0
Jakarta Utara,Dini Hari,Berawan Tebal,55,90,72.5,26,32,29.0
Jakarta Utara,Malam,Hujan Lokal,55,90,72.5,26,32,29.0
Jakarta Utara,Pagi,Cerah Berawan,55,90,72.5,26,32,29.0
Jakarta Utara,Siang,Berawan,55,90,72.5,26,32,29.0
Kepulauan Seribu,Dini Hari,Hujan Lokal,55,90,72.5,26,32,29.0
Kepulauan Seribu,Malam,Hujan Lokal,55,90,72.5,26,32,29.0
Kepulauan Seribu,Pagi,Berawan,55,90,72.5,26,32,29.0
Kepulauan Seribu,Siang,Cerah Berawan,55,90,72.5,26,32,29.0
Jakarta Barat,Dini Hari,Berawan Tebal,60,90,75.0,25,32,28.5
Jakarta Barat,Malam,Cerah Berawan,60,90,75.0,25,32,28.5
Jakarta Barat,Pagi,Cerah Berawan,60,90,75.0,25,32,28.5
Jakarta Barat,Siang,Berawan Tebal,60,90,75.0,25,32,28.5
Jakarta Pusat,Dini Hari,Berawan Tebal,60,90,75.0,25,32,28.5
Jakarta Pusat,Malam,Cerah Berawan,60,90,75.0,25,32,28.5
Jakarta Pusat,Pagi,Cerah Berawan,60,90,75.0,25,32,28.5
Jakarta Pusat,Siang,Berawan,60,90,75.0,25,32,28.5
Jakarta Selatan,Dini Hari,Berawan Tebal,60,90,75.0,25,32,28.5
Jakarta Selatan,Malam,Cerah Berawan,60,90,75.0,25,32,28.5
Jakarta Selatan,Pagi,Cerah Berawan,60,90,75.0,25,32,28.5
Jakarta Selatan,Siang,Berawan,60,90,75.0,25,32,28.5
Jakarta Timur,Dini Hari,Berawan Tebal,60,90,75.0,25,32,28.5
Jakarta Timur,Malam,Cerah Berawan,60,90,75.0,25,32,28.5
Jakarta Timur,Pagi,Cerah Berawan,60,90,75.0,25,32,28.5
Jakarta Timur,Siang,Berawan,60,90,75.0,25,32,28.5
Jakarta Utara,Dini Hari,Berawan Tebal,60,90,75.0,25,32,28.5
Jakarta Utara,Malam,Cerah Berawan,60,90,75.0,25,32,28.5
Jakarta Utara,Pagi,Cerah Berawan,60,90,75.0,25,32,28.5
Jakarta Utara,Siang,Hujan Ringan,60,90,75.0,25,32,28.5
Kepulauan Seribu,Dini Hari,Hujan Lokal,60,90,75.0,25,32,28.5
Kepulauan Seribu,Malam,Hujan Ringan,60,90,75.0,25,32,28.5
Kepulauan Seribu,Pagi,Berawan,60,90,75.0,25,32,28.5
Kepulauan Seribu,Siang,Hujan Ringan,60,90,75.0,25,32,28.5
Jakarta Barat,Dini Hari,Cerah Berawan,60,95,77.5,24,31,27.5
Jakarta Barat,Malam,Berawan Tebal,60,95,77.5,24,31,27.5
Jakarta Barat,Pagi,Berawan,60,95,77.5,24,31,27.5
Jakarta Barat,Siang,Berawan,60,95,77.5,24,31,27.5
Jakarta Pusat,Dini Hari,Cerah Berawan,60,95,77.5,24,31,27.5
Jakarta Pusat,Malam,Berawan,60,95,77.5,24,31,27.5
Jakarta Pusat,Pagi,Cerah Berawan,60,95,77.5,24,31,27.5
Jakarta Pusat,Siang,Berawan Tebal,60,95,77.5,24,31,27.5
Jakarta Selatan,Dini Hari,Cerah Berawan,60,95,77.5,24,31,27.5
Jakarta Selatan,Malam,Berawan,60,95,77.5,24,31,27.5
Jakarta Selatan,Pagi,Berawan,60,95,77.5,24,31,27.5
Jakarta Selatan,Siang,Cerah Berawan,60,95,77.5,24,31,27.5
Jakarta Timur,Dini Hari,Berawan,60,95,77.5,24,31,27.5
Jakarta Timur,Malam,Berawan,60,95,77.5,24,31,27.5
Jakarta Timur,Pagi,Berawan,60,95,77.5,24,31,27.5
Jakarta Timur,Siang,Cerah Berawan,60,95,77.5,24,31,27.5
Jakarta Utara,Dini Hari,Berawan,60,95,77.5,24,31,27.5
Jakarta Utara,Malam,Berawan Tebal,60,95,77.5,24,31,27.5
Jakarta Utara,Pagi,Cerah Berawan,60,95,77.5,24,31,27.5
Jakarta Utara,Siang,Berawan Tebal,60,95,77.5,24,31,27.5
Kepulauan Seribu,Dini Hari,Berawan,60,95,77.5,24,31,27.5
Kepulauan Seribu,Malam,Hujan Ringan,60,95,77.5,24,31,27.5
Kepulauan Seribu,Pagi,Cerah Berawan,60,95,77.5,24,31,27.5
Kepulauan Seribu,Siang,Berawan,60,95,77.5,24,31,27.5
Jakarta Barat,Dini Hari,Cerah Berawan,65,90,77.5,25,33,29.0
Jakarta Barat,Malam,Berawan Tebal,65,90,77.5,25,33,29.0
Jakarta Barat,Pagi,Hujan Lokal,65,90,77.5,25,33,29.0
Jakarta Barat,Siang,Berawan,65,90,77.5,25,33,29.0
Jakarta Pusat,Dini Hari,Cerah Berawan,65,90,77.5,25,33,29.0
Jakarta Pusat,Malam,Berawan,65,90,77.5,25,33,29.0
Jakarta Pusat,Pagi,Hujan Lokal,65,90,77.5,25,33,29.0
Jakarta Pusat,Siang,Berawan Tebal,65,90,77.5,25,33,29.0
Jakarta Selatan,Dini Hari,Cerah Berawan,65,90,77.5,25,33,29.0
Jakarta Selatan,Malam,Berawan,65,90,77.5,25,33,29.0
Jakarta Selatan,Pagi,Hujan Petir,65,90,77.5,25,33,29.0
Jakarta Selatan,Siang,Cerah Berawan,65,90,77.5,25,33,29.0
Jakarta Timur,Dini Hari,Berawan,65,90,77.5,25,33,29.0
Jakarta Timur,Malam,Berawan,65,90,77.5,25,33,29.0
Jakarta Timur,Pagi,Hujan Petir,65,90,77.5,25,33,29.0
Jakarta Timur,Siang,Cerah Berawan,65,90,77.5,25,33,29.0
Jakarta Utara,Dini Hari,Berawan,65,90,77.5,25,33,29.0
Jakarta Utara,Malam,Berawan Tebal,65,90,77.5,25,33,29.0
Jakarta Utara,Pagi,Hujan Lokal,65,90,77.5,25,33,29.0
Jakarta Utara,Siang,Berawan Tebal,65,90,77.5,25,33,29.0
Kepulauan Seribu,Dini Hari,Berawan,65,90,77.5,25,33,29.0
Kepulauan Seribu,Malam,Hujan Lokal,65,90,77.5,25,33,29.0
Kepulauan Seribu,Pagi,Cerah Berawan,65,90,77.5,25,33,29.0
Kepulauan Seribu,Siang,Hujan Lokal,65,90,77.5,25,33,29.0
Jakarta Barat,Dini Hari,Cerah Berawan,60,95,77.5,23,33,28.0
Jakarta Barat,Malam,Cerah Berawan,60,95,77.5,23,33,28.0
Jakarta Barat,Pagi,Cerah Berawan,60,95,77.5,23,33,28.0
Jakarta Barat,Siang,Cerah Berawan,60,95,77.5,23,33,28.0
Jakarta Pusat,Dini Hari,Cerah Berawan,60,95,77.5,23,33,28.0
Jakarta Pusat,Malam,Cerah Berawan,60,95,77.5,23,33,28.0
Jakarta Pusat,Pagi,Cerah Berawan,60,95,77.5,23,33,28.0
Jakarta Pusat,Siang,Cerah Berawan,60,95,77.5,23,33,28.0
Jakarta Selatan,Dini Hari,Cerah Berawan,60,95,77.5,23,33,28.0
Jakarta Selatan,Malam,Cerah Berawan,60,95,77.5,23,33,28.0
Jakarta Selatan,Pagi,Cerah Berawan,60,95,77.5,23,33,28.0
Jakarta Selatan,Siang,Cerah Berawan,60,95,77.5,23,33,28.0
Jakarta Timur,Dini Hari,Cerah Berawan,60,95,77.5,23,33,28.0
Jakarta Timur,Malam,Cerah Berawan,60,95,77.5,23,33,28.0
Jakarta Timur,Pagi,Cerah Berawan,60,95,77.5,23,33,28.0
Jakarta Timur,Siang,Cerah Berawan,60,95,77.5,23,33,28.0
Jakarta Utara,Dini Hari,Cerah Berawan,60,95,77.5,23,33,28.0
Jakarta Utara,Malam,Berawan Tebal,60,95,77.5,23,33,28.0
Jakarta Utara,Pagi,Cerah Berawan,60,95,77.5,23,33,28.0
Jakarta Utara,Siang,Cerah Berawan,60,95,77.5,23,33,28.0
Kepulauan Seribu,Dini Hari,Cerah Berawan,60,95,77.5,23,33,28.0
Kepulauan Seribu,Malam,Berawan Tebal,60,95,77.5,23,33,28.0
Kepulauan Seribu,Pagi,Cerah,60,95,77.5,23,33,28.0
Kepulauan Seribu,Siang,Cerah Berawan,60,95,77.5,23,33,28.0
Jakarta Barat,Dini Hari,Cerah Berawan,55,80,67.5,25,34,29.5
Jakarta Barat,Malam,Berawan Tebal,55,80,67.5,25,34,29.5
Jakarta Barat,Pagi,Berawan,55,80,67.5,25,34,29.5
Jakarta Barat,Siang,Berawan,55,80,67.5,25,34,29.5
Jakarta Pusat,Dini Hari,Cerah Berawan,55,80,67.5,25,34,29.5
Jakarta Pusat,Malam,Berawan,55,80,67.5,25,34,29.5
Jakarta Pusat,Pagi,Cerah Berawan,55,80,67.5,25,34,29.5
Jakarta Pusat,Siang,Berawan,55,80,67.5,25,34,29.5
Jakarta Selatan,Dini Hari,Cerah Berawan,55,80,67.5,25,34,29.5
Jakarta Selatan,Malam,Berawan,55,80,67.5,25,34,29.5
Jakarta Selatan,Pagi,Cerah Berawan,55,80,67.5,25,34,29.5
Jakarta Selatan,Siang,Berawan,55,80,67.5,25,34,29.5
Jakarta Timur,Dini Hari,Cerah Berawan,55,80,67.5,25,34,29.5
Jakarta Timur,Malam,Berawan,55,80,67.5,25,34,29.5
Jakarta Timur,Pagi,Cerah Berawan,55,80,67.5,25,34,29.5
Jakarta Timur,Siang,Berawan,55,80,67.5,25,34,29.5
Jakarta Utara,Dini Hari,Cerah Berawan,55,80,67.5,25,34,29.5
Jakarta Utara,Malam,Berawan,55,80,67.5,25,34,29.5
Jakarta Utara,Pagi,Cerah Berawan,55,80,67.5,25,34,29.5
Jakarta Utara,Siang,Berawan,55,80,67.5,25,34,29.5
Kepulauan Seribu,Dini Hari,Cerah Berawan,55,80,67.5,25,34,29.5
Kepulauan Seribu,Malam,Hujan Lokal,55,80,67.5,25,34,29.5
Kepulauan Seribu,Pagi,Cerah Berawan,55,80,67.5,25,34,29.5
Kepulauan Seribu,Siang,Cerah Berawan,55,80,67.5,25,34,29.5
Jakarta Barat,Dini Hari,Berawan,80,90,85.0,25,33,29.0
Jakarta Barat,Malam,Cerah Berawan,80,90,85.0,25,33,29.0
Jakarta Barat,Pagi,Hujan Lokal,80,90,85.0,25,33,29.0
Jakarta Barat,Siang,Cerah Berawan,80,90,85.0,25,33,29.0
Jakarta Pusat,Dini Hari,Berawan Tebal,80,90,85.0,25,33,29.0
Jakarta Pusat,Malam,Berawan,80,90,85.0,25,33,29.0
Jakarta Pusat,Pagi,Hujan Lokal,80,90,85.0,25,33,29.0
Jakarta Pusat,Siang,Cerah Berawan,80,90,85.0,25,33,29.0
Jakarta Selatan,Dini Hari,Berawan,80,90,85.0,25,33,29.0
Jakarta Selatan,Malam,Cerah Berawan,80,90,85.0,25,33,29.0
Jakarta Selatan,Pagi,Hujan Lokal,80,90,85.0,25,33,29.0
Jakarta Selatan,Siang,Cerah Berawan,80,90,85.0,25,33,29.0
Jakarta Timur,Dini Hari,Berawan Tebal,80,90,85.0,25,33,29.0
Jakarta Timur,Malam,Cerah Berawan,80,90,85.0,25,33,29.0
Jakarta Timur,Pagi,Hujan Lokal,80,90,85.0,25,33,29.0
Jakarta Timur,Siang,Cerah Berawan,80,90,85.0,25,33,29.0
Jakarta Utara,Dini Hari,Berawan Tebal,80,90,85.0,25,33,29.0
Jakarta Utara,Malam,Berawan,80,90,85.0,25,33,29.0
Jakarta Utara,Pagi,Berawan,80,90,85.0,25,33,29.0
Jakarta Utara,Siang,Hujan Lokal,80,90,85.0,25,33,29.0
Kepulauan Seribu,Dini Hari,Hujan Lokal,80,90,85.0,25,33,29.0
Kepulauan Seribu,Malam,Hujan Lokal,80,90,85.0,25,33,29.0
Kepulauan Seribu,Pagi,Cerah Berawan,80,90,85.0,25,33,29.0
Kepulauan Seribu,Siang,Hujan Lokal,80,90,85.0,25,33,29.0
Jakarta Barat,Dini Hari,Berawan,65,95,80.0,25,33,29.0
Jakarta Barat,Malam,Cerah Berawan,65,95,80.0,25,33,29.0
Jakarta Barat,Pagi,Hujan Lokal,65,95,80.0,25,33,29.0
Jakarta Barat,Siang,Cerah Berawan,65,95,80.0,25,33,29.0
Jakarta Pusat,Dini Hari,Berawan Tebal,65,95,80.0,25,33,29.0
Jakarta Pusat,Malam,Berawan,65,95,80.0,25,33,29.0
Jakarta Pusat,Pagi,Hujan Lokal,65,95,80.0,25,33,29.0
Jakarta Pusat,Siang,Cerah Berawan,65,95,80.0,25,33,29.0
Jakarta Selatan,Dini Hari,Berawan,65,95,80.0,25,33,29.0
Jakarta Selatan,Malam,Hujan Lokal,65,95,80.0,25,33,29.0
Jakarta Selatan,Pagi,Hujan Lokal,65,95,80.0,25,33,29.0
Jakarta Selatan,Siang,Cerah Berawan,65,95,80.0,25,33,29.0
Jakarta Timur,Dini Hari,Berawan Tebal,65,95,80.0,25,33,29.0
Jakarta Timur,Malam,Cerah Berawan,65,95,80.0,25,33,29.0
Jakarta Timur,Pagi,Hujan Lokal,65,95,80.0,25,33,29.0
Jakarta Timur,Siang,Cerah Berawan,65,95,80.0,25,33,29.0
Jakarta Utara,Dini Hari,Berawan Tebal,65,95,80.0,25,33,29.0
Jakarta Utara,Malam,Berawan,65,95,80.0,25,33,29.0
Jakarta Utara,Pagi,Berawan,65,95,80.0,25,33,29.0
Jakarta Utara,Siang,Cerah Berawan,65,95,80.0,25,33,29.0
Kepulauan Seribu,Dini Hari,Hujan Lokal,65,95,80.0,25,33,29.0
Kepulauan Seribu,Malam,Hujan Ringan,65,95,80.0,25,33,29.0
Kepulauan Seribu,Pagi,Cerah Berawan,65,95,80.0,25,33,29.0
Kepulauan Seribu,Siang,Cerah,65,95,80.0,25,33,29.0
Jakarta Barat,Dini Hari,Cerah Berawan,60,95,77.5,24,32,28.0
Jakarta Barat,Malam,Hujan Ringan,60,95,77.5,24,32,28.0
Jakarta Barat,Pagi,Berawan,60,95,77.5,24,32,28.0
Jakarta Barat,Siang,Hujan Ringan,60,95,77.5,24,32,28.0
Jakarta Pusat,Dini Hari,Cerah Berawan,60,95,77.5,24,32,28.0
Jakarta Pusat,Malam,Berawan,60,95,77.5,24,32,28.0
Jakarta Pusat,Pagi,Hujan Lokal,60,95,77.5,24,32,28.0
Jakarta Pusat,Siang,Hujan Ringan,60,95,77.5,24,32,28.0
Jakarta Selatan,Dini Hari,Cerah Berawan,60,95,77.5,24,32,28.0
Jakarta Selatan,Malam,Hujan Ringan,60,95,77.5,24,32,28.0
Jakarta Selatan,Pagi,Hujan Petir,60,95,77.5,24,32,28.0
Jakarta Selatan,Siang,Hujan Ringan,60,95,77.5,24,32,28.0
Jakarta Timur,Dini Hari,Cerah Berawan,60,95,77.5,24,32,28.0
Jakarta Timur,Malam,Berawan,60,95,77.5,24,32,28.0
Jakarta Timur,Pagi,Hujan Ringan,60,95,77.5,24,32,28.0
Jakarta Timur,Siang,Hujan Ringan,60,95,77.5,24,32,28.0
Jakarta Utara,Dini Hari,Cerah Berawan,60,95,77.5,24,32,28.0
Jakarta Utara,Malam,Berawan,60,95,77.5,24,32,28.0
Jakarta Utara,Pagi,Hujan Lokal,60,95,77.5,24,32,28.0
Jakarta Utara,Siang,Hujan Ringan,60,95,77.5,24,32,28.0
Kepulauan Seribu,Dini Hari,Cerah Berawan,60,95,77.5,24,32,28.0
Kepulauan Seribu,Malam,Hujan Ringan,60,95,77.5,24,32,28.0
Kepulauan Seribu,Pagi,Cerah Berawan,60,95,77.5,24,32,28.0
Kepulauan Seribu,Siang,Hujan Ringan,60,95,77.5,24,32,28.0
Jakarta Barat,Dini Hari,Berawan,60,90,75.0,25,33,29.0
Jakarta Barat,Malam,Berawan,60,90,75.0,25,33,29.0
Jakarta Barat,Pagi,Berawan,60,90,75.0,25,33,29.0
Jakarta Barat,Siang,Berawan Tebal,60,90,75.0,25,33,29.0
Jakarta Pusat,Dini Hari,Berawan,60,90,75.0,25,33,29.0
Jakarta Pusat,Malam,Berawan,60,90,75.0,25,33,29.0
Jakarta Pusat,Pagi,Cerah Berawan,60,90,75.0,25,33,29.0
Jakarta Pusat,Siang,Berawan,60,90,75.0,25,33,29.0
Jakarta Selatan,Dini Hari,Berawan,60,90,75.0,25,33,29.0
Jakarta Selatan,Malam,Berawan,60,90,75.0,25,33,29.0
Jakarta Selatan,Pagi,Hujan Ringan,60,90,75.0,25,33,29.0
Jakarta Selatan,Siang,Berawan,60,90,75.0,25,33,29.0
Jakarta Timur,Dini Hari,Berawan,60,90,75.0,25,33,29.0
Jakarta Timur,Malam,Berawan,60,90,75.0,25,33,29.0
Jakarta Timur,Pagi,Berawan,60,90,75.0,25,33,29.0
Jakarta Timur,Siang,Hujan Lokal,60,90,75.0,25,33,29.0
Jakarta Utara,Dini Hari,Berawan,60,90,75.0,25,33,29.0
Jakarta Utara,Malam,Berawan,60,90,75.0,25,33,29.0
Jakarta Utara,Pagi,Cerah Berawan,60,90,75.0,25,33,29.0
Jakarta Utara,Siang,Hujan Lokal,60,90,75.0,25,33,29.0
Kepulauan Seribu,Dini Hari,Berawan,60,90,75.0,25,33,29.0
Kepulauan Seribu,Malam,Hujan Lokal,60,90,75.0,25,33,29.0
Kepulauan Seribu,Pagi,Cerah Berawan,60,90,75.0,25,33,29.0
Kepulauan Seribu,Siang,Hujan Lokal,60,90,75.0,25,33,29.0
Jakarta Barat,Dini Hari,Cerah Berawan,85,95,90.0,24,32,28.0
Jakarta Barat,Malam,Cerah Berawan,85,95,90.0,24,32,28.0
Jakarta Barat,Pagi,Cerah Berawan,85,95,90.0,24,32,28.0
Jakarta Barat,Siang,Cerah Berawan,85,95,90.0,24,32,28.0
Jakarta Pusat,Dini Hari,Cerah Berawan,85,95,90.0,24,32,28.0
Jakarta Pusat,Malam,Cerah Berawan,85,95,90.0,24,32,28.0
Jakarta Pusat,Pagi,Cerah Berawan,85,95,90.0,24,32,28.0
Jakarta Pusat,Siang,Cerah Berawan,85,95,90.0,24,32,28.0
Jakarta Selatan,Dini Hari,Cerah Berawan,85,95,90.0,24,32,28.0
Jakarta Selatan,Malam,Cerah Berawan,85,95,90.0,24,32,28.0
Jakarta Selatan,Pagi,Cerah Berawan,85,95,90.0,24,32,28.0
Jakarta Selatan,Siang,Cerah Berawan,85,95,90.0,24,32,28.0
Jakarta Timur,Dini Hari,Cerah Berawan,85,95,90.0,24,32,28.0
Jakarta Timur,Malam,Hujan Ringan,85,95,90.0,24,32,28.0
Jakarta Timur,Pagi,Cerah Berawan,85,95,90.0,24,32,28.0
Jakarta Timur,Siang,Cerah Berawan,85,95,90.0,24,32,28.0
Jakarta Utara,Dini Hari,Cerah Berawan,85,95,90.0,24,32,28.0
Jakarta Utara,Malam,Cerah Berawan,85,95,90.0,24,32,28.0
Jakarta Utara,Pagi,Cerah Berawan,85,95,90.0,24,32,28.0
Jakarta Utara,Siang,Cerah Berawan,85,95,90.0,24,32,28.0
Kepulauan Seribu,Dini Hari,Hujan Lokal,85,95,90.0,24,32,28.0
Kepulauan Seribu,Malam,Cerah Berawan,85,95,90.0,24,32,28.0
Kepulauan Seribu,Pagi,Cerah Berawan,85,95,90.0,24,32,28.0
Kepulauan Seribu,Siang,Cerah Berawan,85,95,90.0,24,32,28.0
Jakarta Barat,Dini Hari,Cerah Berawan,55,95,75.0,24,33,28.5
Jakarta Barat,Malam,Berawan,55,95,75.0,24,33,28.5
Jakarta Barat,Pagi,Hujan Lokal,55,95,75.0,24,33,28.5
Jakarta Barat,Siang,Berawan,55,95,75.0,24,33,28.5
Jakarta Pusat,Dini Hari,Cerah Berawan,55,95,75.0,24,33,28.5
Jakarta Pusat,Malam,Berawan,55,95,75.0,24,33,28.5
Jakarta Pusat,Pagi,Cerah Berawan,55,95,75.0,24,33,28.5
Jakarta Pusat,Siang,Cerah Berawan,55,95,75.0,24,33,28.5
Jakarta Selatan,Dini Hari,Cerah Berawan,55,95,75.0,24,33,28.5
Jakarta Selatan,Malam,Berawan,55,95,75.0,24,33,28.5
Jakarta Selatan,Pagi,Hujan Lokal,55,95,75.0,24,33,28.5
Jakarta Selatan,Siang,Hujan Lokal,55,95,75.0,24,33,28.5
Jakarta Timur,Dini Hari,Cerah Berawan,55,95,75.0,24,33,28.5
Jakarta Timur,Malam,Berawan,55,95,75.0,24,33,28.5
Jakarta Timur,Pagi,Hujan Lokal,55,95,75.0,24,33,28.5
Jakarta Timur,Siang,Cerah Berawan,55,95,75.0,24,33,28.5
Jakarta Utara,Dini Hari,Cerah Berawan,55,95,75.0,24,33,28.5
Jakarta Utara,Malam,Berawan,55,95,75.0,24,33,28.5
Jakarta Utara,Pagi,Cerah Berawan,55,95,75.0,24,33,28.5
Jakarta Utara,Siang,Berawan,55,95,75.0,24,33,28.5
Kepulauan Seribu,Dini Hari,Hujan Lokal,55,95,75.0,24,33,28.5
Kepulauan Seribu,Malam,Berawan,55,95,75.0,24,33,28.5
Kepulauan Seribu,Pagi,Cerah,55,95,75.0,24,33,28.5
Kepulauan Seribu,Siang,Berawan,55,95,75.0,24,33,28.5
Jakarta Barat,Dini Hari,Cerah,60,90,75.0,24,30,27.0
Jakarta Barat,Malam,Berawan,60,90,75.0,24,30,27.0
Jakarta Barat,Pagi,Cerah Berawan,60,90,75.0,24,30,27.0
Jakarta Barat,Siang,Hujan Lokal,60,90,75.0,24,30,27.0
Jakarta Pusat,Dini Hari,Cerah,60,90,75.0,24,30,27.0
Jakarta Pusat,Malam,Cerah Berawan,60,90,75.0,24,30,27.0
Jakarta Pusat,Pagi,Cerah,60,90,75.0,24,30,27.0
Jakarta Pusat,Siang,Cerah Berawan,60,90,75.0,24,30,27.0
Jakarta Selatan,Dini Hari,Cerah,60,90,75.0,24,30,27.0
Jakarta Selatan,Malam,Berawan,60,90,75.0,24,30,27.0
Jakarta Selatan,Pagi,Cerah,60,90,75.0,24,30,27.0
Jakarta Selatan,Siang,Hujan Lokal,60,90,75.0,24,30,27.0
Jakarta Timur,Dini Hari,Cerah,60,90,75.0,24,30,27.0
Jakarta Timur,Malam,Berawan,60,90,75.0,24,30,27.0
Jakarta Timur,Pagi,Cerah,60,90,75.0,24,30,27.0
Jakarta Timur,Siang,Cerah Berawan,60,90,75.0,24,30,27.0
Jakarta Utara,Dini Hari,Cerah,60,90,75.0,24,30,27.0
Jakarta Utara,Malam,Cerah Berawan,60,90,75.0,24,30,27.0
Jakarta Utara,Pagi,Cerah,60,90,75.0,24,30,27.0
Jakarta Utara,Siang,Cerah Berawan,60,90,75.0,24,30,27.0
Kepulauan Seribu,Dini Hari,Berawan,60,90,75.0,24,30,27.0
Kepulauan Seribu,Malam,Hujan Lokal,60,90,75.0,24,30,27.0
Kepulauan Seribu,Pagi,Cerah,60,90,75.0,24,30,27.0
Kepulauan Seribu,Siang,Cerah,60,90,75.0,24,30,27.0
Jakarta Barat,Dini Hari,Cerah Berawan,60,85,72.5,24,33,28.5
Jakarta Barat,Malam,Berawan,60,85,72.5,24,33,28.5
Jakarta Barat,Pagi,Cerah Berawan,60,85,72.5,24,33,28.5
Jakarta Barat,Siang,Hujan Lokal,60,85,72.5,24,33,28.5
Jakarta Pusat,Dini Hari,Cerah Berawan,60,85,72.5,24,33,28.5
Jakarta Pusat,Malam,Berawan,60,85,72.5,24,33,28.5
Jakarta Pusat,Pagi,Cerah Berawan,60,85,72.5,24,33,28.5
Jakarta Pusat,Siang,Hujan Lokal,60,85,72.5,24,33,28.5
Jakarta Selatan,Dini Hari,Cerah Berawan,60,85,72.5,24,33,28.5
Jakarta Selatan,Malam,Cerah Berawan,60,85,72.5,24,33,28.5
Jakarta Selatan,Pagi,Cerah Berawan,60,85,72.5,24,33,28.5
Jakarta Selatan,Siang,Hujan Lokal,60,85,72.5,24,33,28.5
Jakarta Timur,Dini Hari,Cerah Berawan,60,85,72.5,24,33,28.5
Jakarta Timur,Malam,Cerah Berawan,60,85,72.5,24,33,28.5
Jakarta Timur,Pagi,Cerah Berawan,60,85,72.5,24,33,28.5
Jakarta Timur,Siang,Hujan Lokal,60,85,72.5,24,33,28.5
Jakarta Utara,Dini Hari,Cerah Berawan,60,85,72.5,24,33,28.5
Jakarta Utara,Malam,Berawan,60,85,72.5,24,33,28.5
Jakarta Utara,Pagi,Cerah Berawan,60,85,72.5,24,33,28.5
Jakarta Utara,Siang,Berawan,60,85,72.5,24,33,28.5
Kepulauan Seribu,Dini Hari,Berawan,60,85,72.5,24,33,28.5
Kepulauan Seribu,Malam,Cerah Berawan,60,85,72.5,24,33,28.5
Kepulauan Seribu,Pagi,Cerah Berawan,60,85,72.5,24,33,28.5
Kepulauan Seribu,Siang,Berawan,60,85,72.5,24,33,28.5
Jakarta Barat,Dini Hari,Cerah Berawan,60,95,77.5,24,33,28.5
Jakarta Barat,Malam,Berawan,60,95,77.5,24,33,28.5
Jakarta Barat,Pagi,Cerah Berawan,60,95,77.5,24,33,28.5
Jakarta Barat,Siang,Cerah Berawan,60,95,77.5,24,33,28.5
Jakarta Pusat,Dini Hari,Cerah Berawan,60,95,77.5,24,33,28.5
Jakarta Pusat,Malam,Berawan,60,95,77.5,24,33,28.5
Jakarta Pusat,Pagi,Cerah Berawan,60,95,77.5,24,33,28.5
Jakarta Pusat,Siang,Cerah Berawan,60,95,77.5,24,33,28.5
